Player	Deck	Date Played	Won (Y/N)	Game Number
Dante	Ur-Dragon Dragons	14/03/2025	No	138
Nic	Lynde Curse	18/03/2025	No	139
Ben	Voja Elves	18/03/2025	No	139
Ashe	Kykar Flicker	18/03/2025	No	139
Dante	Braulious Lands	18/03/2025	No	139
Hugh	Jumpscare	18/03/2025	Yes	139
Nic	Chiss-Goria Artifacts	18/03/2025	No	140
Ben	Rograkh Equipment	18/03/2025	No	140
Ashe	Tinybones Discard	18/03/2025	No	140
Dante	Braulious Lands	18/03/2025	No	140
Hugh	Miracle Worker	18/03/2025	Yes	140
Nic	Lynde Curse	19/03/2025	No	141
Ben	Prosper Exile	19/03/2025	Yes	141
Ashe	Kykar Flicker	19/03/2025	No	141
Dante	Braulious Lands	19/03/2025	No	141
Nic	Baeloth Minions	19/03/2025	Yes	142
Ashe	Kykar Flicker	19/03/2025	No	142
Ben	Hashaton Discard	19/03/2025	No	142
Otis	Henzie Blitz	19/03/2025	No	142
Nic	Grist Insects	19/03/2025	Yes	143
Ben	Endless Punishment	19/03/2025	No	143
Ashe	Tinybones Discard	19/03/2025	No	143
Otis	Henzie Blitz	19/03/2025	No	143
Nic	Omo Landwalk	27/03/2025	No	144
Ben	Prosper Exile	27/03/2025	Yes	144
Ashe	Galadriel of Lothlórien	27/03/2025	No	144
Dante	Braulious Lands	27/03/2025	No	144
Nic	Lynde Curse	27/03/2025	No	145
Ben	Hashaton Discard	27/03/2025	Yes	145
Ashe	Tinybones Discard	27/03/2025	No	145
Dante	Ur-Dragon Dragons	27/03/2025	No	145
Nic	Omo Landwalk	29/03/2025	No	146
Ben	Prosper Exile	29/03/2025	Yes	146
Dante	Braulious Lands	29/03/2025	No	146
Otis	Henzie Blitz	29/03/2025	No	146
Nic	Lynde Curse	29/03/2025	No	147
Ben	Rograkh Equipment	29/03/2025	No	147
Dante	Braulious Lands	29/03/2025	Yes	147
Otis	Henzie Blitz	29/03/2025	No	147
Nic	Baeloth Minions	8/04/2025	Yes	148
Ben	Prosper Exile	8/04/2025	No	148
Otis	Bello Enchantments	8/04/2025	No	148
Ashe	Kykar Flicker	8/04/2025	No	148
Nic	Grist Insects	8/04/2025	No	149
Ben	Quick Draw	8/04/2025	Yes	149
Ashe	Jarred Slug	8/04/2025	No	149
Nic	Lynde Curse	9/04/2025	No	150
Ben	Prosper Exile	9/04/2025	Yes	150
Ashe	Olivia Vampires	9/04/2025	No	150
Otis	Eluge Blue	9/04/2025	No	150
Ben	Hashaton Discard	9/04/2025	No	151
Ashe	Jarred Slug	9/04/2025	No	151
Nic	Baeloth Minions	9/04/2025	Yes	151
Nic	Baeloth Minions	14/04/2025	No	152
Ben	Ghyrson Pings	14/04/2025	No	152
Ashe	Jarred Slug	14/04/2025	Yes	152
Otis	Sultai Arisen	14/04/2025	No	152
Dante	Ur-Dragon Dragons	14/04/2025	No	152
Nic	Baeloth Minions	14/04/2025	No	153
Ben	Ghyrson Pings	14/04/2025	Yes	153
Ashe	Tinybones Discard	14/04/2025	No	153
Dante	Ur-Dragon Dragons	14/04/2025	No	153
Otis	Sultai Arisen	14/04/2025	No	153
Nic	Grist Insects	14/04/2025	Yes	154
Ben	Ghyrson Pings	14/04/2025	No	154
Otis	Jeskai Striker	14/04/2025	No	154
Ashe	Olivia Vampires	14/04/2025	No	154
Dante	Braulious Lands	14/04/2025	No	154
Nic	Abaddon Demon Cascade	16/04/2025	No	155
Ben	Ghyrson Pings	16/04/2025	Yes	155
Ashe	Jarred Slug	16/04/2025	No	155
Otis	Bello Enchantments	16/04/2025	No	155
Nic	Abaddon Demon Cascade	16/04/2025	No	156
Ben	Prosper Exile	16/04/2025	Yes	156
Otis	Jeskai Striker	16/04/2025	No	156
Ashe	Hugs Creatures	16/04/2025	No	156
Nic	Chiss-Goria Artifacts	19/04/2025	No	157
Ben	Ghyrson Pings	19/04/2025	No	157
Otis	Bello Enchantments	19/04/2025	No	157
Dante	Ur-Dragon Dragons	19/04/2025	Yes	157
Nic	Chiss-Goria Artifacts	19/04/2025	No	158
Ben	Ghyrson Pings	19/04/2025	No	158
Otis	Bello Enchantments	19/04/2025	Yes	158
Dante	Ur-Dragon Dragons	19/04/2025	No	158
Nic	Grist Insects	19/04/2025	No	159
Ben	Prosper Exile	19/04/2025	No	159
Otis	Sultai Arisen	19/04/2025	No	159
Dante	Ur-Dragon Dragons	19/04/2025	Yes	159
Nic	Baeloth Minions	21/04/2025	No	160
Ben	Hashaton Discard	21/04/2025	No	160
Hugh	Miracle Worker	21/04/2025	Yes	160
Otis	Jeskai Striker	21/04/2025	No	160
Nic	Baeloth Minions	21/04/2025	Yes	161
Ben	Rograkh Equipment	21/04/2025	No	161
Hugh	Living energy	21/04/2025	No	161
Otis	Bello Enchantments	21/04/2025	No	161
Nic	Abaddon Demon Cascade	24/04/2025	No	162
Ben	Ghyrson Pings	24/04/2025	Yes	162
Hugh	Jumpscare	24/04/2025	No	162
Ashe	Arasta Spiders	24/04/2025	No	162
Nic	Lynde Curse	24/04/2025	No	163
Ben	Ghyrson Pings	24/04/2025	Yes	163
Hugh	Miracle Worker	24/04/2025	No	163
Ashe	Beluna Adventures	24/04/2025	No	163
Nic	Chiss-Goria Artifacts	29/04/2025	No	164
Ben	Ghyrson Pings	29/04/2025	Yes	164
Ashe	Arasta Spiders	29/04/2025	No	164
Dante	Ur-Dragon Dragons	29/04/2025	No	164
Otis	Bello Enchantments	29/04/2025	No	164
Nic	Baeloth Minions	29/04/2025	No	165
Ben	Prosper Exile	29/04/2025	No	165
Ashe	Beluna Adventures	29/04/2025	No	165
Dante	Ur-Dragon Dragons	29/04/2025	Yes	165
Nic	Baeloth Minions	29/04/2025	No	166
Ben	Ghyrson Pings	29/04/2025	Yes	166
Ashe	Beluna Adventures	29/04/2025	No	166
Dante	Braulious Lands	29/04/2025	No	166
Nic	Eternal Might	2/05/2025	No	167
Ben	Rograkh Equipment	2/05/2025	Yes	167
Otis	Henzie Blitz	2/05/2025	No	167
Nic	Eternal Might	2/05/2025	No	168
Ben	Ghyrson Pings	2/05/2025	No	168
Otis	Henzie Blitz	2/05/2025	Yes	168
Nic	Eternal Might	4/05/2025	No	169
Ben	Rograkh Equipment	4/05/2025	Yes	169
Ashe	Ezuri Elves	4/05/2025	No	169
Nic	Eternal Might	4/05/2025	No	170
Ben	Voja Elves	4/05/2025	Yes	170
Ashe	Ezuri Elves	4/05/2025	No	170
Nic	Eternal Might	4/05/2025	Yes	171
Ben	Voja Elves	4/05/2025	No	171
Ashe	Ezuri Elves	4/05/2025	No	171
Nic	Chiss-Goria Artifacts	4/05/2025	Yes	172
Ben	Endless Punishment	4/05/2025	No	172
Ashe	Ezuri Elves	4/05/2025	No	172
Nic	Eriette Auras	9/05/2025	No	173
Ben	Hashaton Discard	9/05/2025	No	173
Hugh	Bombadil Sagas	9/05/2025	Yes	173
Dante	Balrog Sacrificed	9/05/2025	No	173
Nic	Eriette Auras	9/05/2025	No	174
Ben	Ghyrson Pings	9/05/2025	No	174
Hugh	Bombadil Sagas	9/05/2025	No	174
Dante	Balrog Sacrificed	9/05/2025	No	174
Otis	Bello Enchantments	9/05/2025	Yes	174
Nic	Eriette Auras	12/05/2025	No	175
Ben	Ghyrson Pings	12/05/2025	Yes	175
Otis	Jeskai Striker	12/05/2025	No	175
Dante	Balrog Sacrificed	12/05/2025	No	175
Hugh	Bombadil Sagas	12/05/2025	No	175
Nic	Eriette Auras	23/05/2025	No	176
Dante	Balrog Sacrificed	23/05/2025	No	176
Ben	Urza Artifacts	23/05/2025	Yes	176
Ashe	Ezuri Elves	23/05/2025	No	176
Nic	Eriette Auras	23/05/2025	No	177
Dante	Balrog Sacrificed	23/05/2025	No	177
Ben	Urza Artifacts	23/05/2025	No	177
Ashe	Jarred Slug	23/05/2025	Yes	177
Nic	Eriette Auras	31/05/2025	No	178
Ben	Urza Artifacts	31/05/2025	No	178
Otis	Henzie Blitz	31/05/2025	No	178
Dante	Ur-Dragon Dragons	31/05/2025	Yes	178
Nic	Eriette Auras	31/05/2025	No	179
Ben	Urza Artifacts	31/05/2025	No	179
Dante	Balrog Sacrificed	31/05/2025	Yes	179
Nic	Baeloth Minions	2/06/2025	No	180
Ben	Urza Artifacts	2/06/2025	Yes	180
Ashe	Tinybones Discard	2/06/2025	No	180
Otis	Bello Enchantments	2/06/2025	No	180
Dante	Braulious Lands	2/06/2025	No	180
Nic	Eriette Auras	2/06/2025	No	181
Ben	Urza Artifacts	2/06/2025	No	181
Ashe	Jarred Slug	2/06/2025	No	181
Dante	Ur-Dragon Dragons	2/06/2025	Yes	181
Nic	Eriette Auras	6/06/2025	No	182
Ben	Limit Break	6/06/2025	No	182
Ashe	Finneas Bunnies	6/06/2025	Yes	182
Nic	Grist Insects	6/06/2025	No	183
Ben	Limit Break	6/06/2025	No	183
Ashe	Ezuri Elves	6/06/2025	Yes	183
Otis	Meren Reanimate	9/06/2025	No	183
Nic	Lynde Curse	9/06/2025	No	184
Ben	Prosper Exile	9/06/2025	No	184
Otis	Henzie Blitz	9/06/2025	No	184
Ashe	Olivia Vampires	9/06/2025	Yes	184
Nic	Chiss-Goria Artifacts	9/06/2025	No	185
Ben	Urza Artifacts	9/06/2025	No	185
Otis	Meren Reanimate	9/06/2025	Yes	185
Ashe	Beluna Adventures	9/06/2025	No	185
Nic	Baeloth Minions	10/06/2025	Yes	186
Ben	Ghyrson Pings	10/06/2025	No	186
Dante	Balrog Sacrificed	10/06/2025	No	186
Hugh	Bombadil Sagas	10/06/2025	No	186
Nic	Baeloth Minions	10/06/2025	No	187
Ben	Ghyrson Pings	10/06/2025	No	187
Dante	Balrog Sacrificed	10/06/2025	No	187
Otis	Meren Reanimate	10/06/2025	Yes	187
Hugh	Bombadil Sagas	10/06/2025	No	187
Nic	Eriette Auras	14/06/2025	No	188
Ben	Urza Artifacts	14/06/2025	Yes	188
Otis	Meren Reanimate	14/06/2025	No	188
Ashe	Minn Illusions	14/06/2025	No	188
Nic	Baeloth Minions	16/06/2025	No	189
Ben	Urza Artifacts	16/06/2025	Yes	189
Hugh	Bombadil Sagas	16/06/2025	No	189
Ashe	Olivia Vampires	16/06/2025	No	189
Nic	Baeloth Minions	16/06/2025	No	190
Ben	Prosper Exile	16/06/2025	No	190
Hugh	Bombadil Sagas	16/06/2025	Yes	190
Ashe	Minn Illusions	16/06/2025	No	190
Nic	Eternal Might	18/06/2025	No	191
Ben	Limit Break	18/06/2025	No	191
Ashe	Jarred Slug	18/06/2025	Yes	191
Dante	Braulious Lands	18/06/2025	No	191
Al	"Hail, Caesar"	18/06/2025	No	191
Nic	Eriette Auras	18/06/2025	Yes	192
Ben	Urza Artifacts	18/06/2025	Yes	192
Ashe	Ezuri Elves	18/06/2025	No	192
Dante	Ur-Dragon Dragons	18/06/2025	No	192
Al	"Hail, Caesar"	18/06/2025	No	192
Nic	Eternal Might	18/06/2025	No	193
Ben	Urza Artifacts	18/06/2025	No	193
Dante	Ur-Dragon Dragons	18/06/2025	Yes	193
Al	Limit Break	18/06/2025	No	193
Nic	Baeloth Minions	19/06/2025	No	194
Ben	Prosper Exile	19/06/2025	Yes	194
Otis	Meren Reanimate	19/06/2025	No	194
Al	Riders of Rohan	19/06/2025	No	194
Nic	Baeloth Minions	24/06/2025	Yes	195
Ben	Ghyrson Pings	24/06/2025	No	195
Hugh	Food and Fellowship	24/06/2025	No	195
Otis	Bello Enchantments	24/06/2025	No	195
Nic	Grist Insects	24/06/2025	No	196
Ben	Ghyrson Pings	24/06/2025	No	196
Hugh	Food and Fellowship	24/06/2025	Yes	196
Otis	Meren Reanimate	24/06/2025	No	196
Nic	Temmet Draw Zombies	25/06/2025	No	197
Ben	Urza Artifacts	25/06/2025	No	197
Otis	Henzie Blitz	25/06/2025	Yes	197
Ashe	Jarred Slug	25/06/2025	No	197
Nic	Eriette Auras	25/06/2025	Yes	198
Ben	Ghyrson Pings	25/06/2025	No	198
Otis	Bello Enchantments	25/06/2025	No	198
Ashe	Hugs Creatures	25/06/2025	No	198
Nic	Eriette Auras	25/06/2025	No	199
Ben	Ghyrson Pings	25/06/2025	No	199
Otis	Bello Enchantments	25/06/2025	Yes	199
Ashe	Minn Illusions	25/06/2025	No	199
Nic	Eriette Auras	28/06/2025	No	200
Al	"Hail, Caesar"	28/06/2025	Yes	200
Ben	Endless Punishment	28/06/2025	No	200
Dante	Balrog Sacrificed	28/06/2025	No	200
Nic	Lynde Curse	28/06/2025	No	201
Al	Riders of Rohan	28/06/2025	No	201
Ben	Urza Artifacts	28/06/2025	No	201
Dante	Ur-Dragon Dragons	28/06/2025	Yes	201
Nic	Lynde Curse	28/06/2025	No	202
Al	Riders of Rohan	28/06/2025	No	202
Ben	Urza Artifacts	28/06/2025	Yes	202
Dante	Braulious Lands	28/06/2025	No	202
Nic	Eriette Auras	1/07/2025	Yes	203
Ben	Urza Artifacts	1/07/2025	No	203
Ashe	Tinybones Discard	1/07/2025	No	203
Al	Riders of Rohan	1/07/2025	No	203
Nic	Grist Insects	1/07/2025	Yes	204
Ben	Urza Artifacts	1/07/2025	No	204
Ashe	Hugs Creatures	1/07/2025	No	204
Hugh	Food and Fellowship	1/07/2025	No	204
Al	Riders of Rohan	1/07/2025	No	204
Nic	Eriette Auras	1/07/2025	No	205
Ben	Ghyrson Pings	1/07/2025	No	205
Ashe	Beluna Adventures	1/07/2025	Yes	205
Al	"Hail, Caesar"	1/07/2025	No	205
Hugh	Bombadil Sagas	1/07/2025	No	205
Nic	Baeloth Minions	4/07/2025	No	206
Ben	Ghyrson Pings	4/07/2025	Yes	206
Ashe	Tinybones Discard	4/07/2025	No	206
Dante	Graveyard Overdrive	4/07/2025	No	206
Al	"Hail, Caesar"	4/07/2025	No	206
Nic	Baeloth Minions	4/07/2025	No	207
Ben	Ghyrson Pings	4/07/2025	No	207
Ashe	Olivia Vampires	4/07/2025	Yes	207
Dante	Graveyard Overdrive	4/07/2025	No	207
Al	"Hail, Caesar"	4/07/2025	No	207
Nic	Temmet Draw Zombies	4/07/2025	No	208
Ben	Ghyrson Pings	4/07/2025	Yes	208
Ashe	Jarred Slug	4/07/2025	No	208
Dante	Ur-Dragon Dragons	4/07/2025	No	208
Al	Riders of Rohan	4/07/2025	No	208
Nic	Grist Insects	6/07/2025	No	209
Ben	Mirko Surveil	6/07/2025	No	209
Al	Temmet Draw Zombies	6/07/2025	Yes	209
Nic	Temmet Draw Zombies	6/07/2025	No	210
Ben	Mirko Surveil	6/07/2025	No	210
Al	Grist Insects	6/07/2025	Yes	210
Nic	Chiss-Goria Artifacts	12/07/2025	Yes	211
Ben	Prosper Exile	12/07/2025	No	211
Al	"Hail, Caesar"	12/07/2025	No	211
Nic	Chiss-Goria Artifacts	12/07/2025	Yes	212
Ben	Prosper Exile	12/07/2025	No	212
Panos	Riders of Rohan	12/07/2025	No	212
Al	"Hail, Caesar"	12/07/2025	No	212
Nic	Chiss-Goria Artifacts	14/07/2025	No	213
Ben	Mirko Surveil	14/07/2025	No	213
Dante	Ur-Dragon Dragons	14/07/2025	No	213
Ashe	Tasha Thief	14/07/2025	Yes	213
Nic	Killian Lifegain Auras	14/07/2025	No	214
Ben	Urza Artifacts	14/07/2025	Yes	214
Dante	Graveyard Overdrive	14/07/2025	No	214
Ashe	Tasha Thief	14/07/2025	No	214
Hugh	Food and Fellowship	14/07/2025	No	214
Nic	Chiss-Goria Artifacts	20/07/2025	Yes	215
Ben	Prosper Exile	20/07/2025	No	215
Otis	Meren Reanimate	20/07/2025	No	215
Nic	Killian Lifegain Auras	22/07/2025	No	216
Ben	Ghyrson Pings	22/07/2025	No	216
Dante	Balrog Sacrificed	22/07/2025	Yes	216
Otis	Henzie Blitz	22/07/2025	No	216
Al	Riders of Rohan	22/07/2025	No	216
Jaxon	Miiryn Dragons	22/07/2025	No	216
Nic	Killian Lifegain Auras	22/07/2025	Yes	217
Ben	Ghyrson Pings	22/07/2025	No	217
Dante	Graveyard Overdrive	22/07/2025	No	217
Otis	Meren Reanimate	22/07/2025	No	217
Al	Riders of Rohan	22/07/2025	No	217
Jaxon	Miiryn Dragons	22/07/2025	No	217
Nic	Lynde Curse	22/07/2025	No	218
Ben	Prosper Exile	22/07/2025	No	218
Dante	Graveyard Overdrive	22/07/2025	Yes	218
Otis	Henzie Blitz	22/07/2025	No	218
Al	Riders of Rohan	22/07/2025	No	218
Jaxon	Hogaak Graveyard	22/07/2025	No	218
Nic	Counter Intelligence	26/07/2025	No	219
Ben	Ghyrson Pings	26/07/2025	Yes	219
Hugh	Bombadil Sagas	26/07/2025	No	219
Otis	Bello Enchantments	26/07/2025	No	219
Nic	Counter Intelligence	26/07/2025	No	220
Ben	Ghyrson Pings	26/07/2025	Yes	220
Hugh	Bombadil Sagas	26/07/2025	No	220
Otis	Henzie Blitz	26/07/2025	No	220
Nic	Counter Intelligence	30/07/2025	No	221
Ben	World Shaper	30/07/2025	Yes	221
Ashe	Olivia Vampires	30/07/2025	No	221
Nic	Counter Intelligence	30/07/2025	No	222
Ben	Ghyrson Pings	30/07/2025	No	222
Ashe	Jarred Slug	30/07/2025	Yes	222
Nic	Zhulodok Eldrazi	5/08/2025	No	223
Ben	Urza Artifacts	5/08/2025	Yes	223
Otis	Henzie Blitz	5/08/2025	No	223
Dante	Azlask Eldrazi	5/08/2025	No	223
Hugh	Food and Fellowship	5/08/2025	No	224
Jaxon	Inniaz Theft	5/08/2025	Yes	224
Ashe	Tasha Thief	5/08/2025	No	224
Al	"Hail, Caesar"	5/08/2025	No	224
Nic	Zhulodok Eldrazi	5/08/2025	Yes	225
Dante	Azlask Eldrazi	5/08/2025	No	225
Al	"Hail, Caesar"	5/08/2025	No	225
Ashe	Hugs Creatures	5/08/2025	No	225
Nic	Counter Intelligence	8/08/2025	No	226
Ben	World Shaper	8/08/2025	Yes	226
Hugh	Bombadil Sagas	8/08/2025	No	226
Al	"Hail, Caesar"	8/08/2025	No	226
Nic	Zhulodok Eldrazi	8/08/2025	No	227
Ben	Ghyrson Pings	8/08/2025	Yes	227
Hugh	Jumpscare	8/08/2025	No	227
Al	"Hail, Caesar"	8/08/2025	No	227
Otis	Meren Reanimate	8/08/2025	No	227
Nic	Zhulodok Eldrazi	12/08/2025	No	228
Ben	Urza Artifacts	12/08/2025	No	228
Ashe	Ezuri Elves	12/08/2025	Yes	228
Dante	Azlask Eldrazi	12/08/2025	No	228
Nic	Zhulodok Eldrazi	12/08/2025	No	229
Ben	Ghyrson Pings	12/08/2025	No	229
Ashe	Ezuri Elves	12/08/2025	Yes	229
Dante	Azlask Eldrazi	12/08/2025	No	229
Nic	Baeloth Minions	12/08/2025	Yes	230
Ben	Ghyrson Pings	12/08/2025	No	230
Ashe	Hugs Creatures	12/08/2025	No	230
Dante	Azlask Eldrazi	12/08/2025	No	230
Otis	Henzie Blitz	12/08/2025	No	230
Al	Bello Enchantments	12/08/2025	No	230
Nic	Killian Lifegain Auras	14/08/2025	Yes	231
Ben	Prosper Exile	14/08/2025	No	231
Ashe	Ezuri Elves	14/08/2025	No	231
Dante	Azlask Eldrazi	14/08/2025	No	231
Nic	Baeloth Minions	14/08/2025	No	232
Ben	Urza Artifacts	14/08/2025	Yes	232
Ashe	Beluna Adventures	14/08/2025	No	232
Dante	Azlask Eldrazi	14/08/2025	No	232
Nic	Lynde Curse	21/08/2025	No	233
Otis	Meren Reanimate	21/08/2025	No	233
Hugh	Bello Enchantments	21/08/2025	Yes	233
Ben		21/08/2025	No	233
Nic	Killian Lifegain Auras	21/08/2025	No	234
Ben	Ghyrson Pings	21/08/2025	No	234
Jaxon	Meren Reanimate	21/08/2025	Yes	234
Hugh	Bello Enchantments	21/08/2025	No	234
Nic	Eldrazi Incursion	27/08/2025	Yes	235
Ben	Ghyrson Pings	27/08/2025	No	235
Dante	Ur-Dragon Dragons	27/08/2025	No	235
Otis	Bello Enchantments	27/08/2025	No	235
Nic	Temmet Draw Zombies	27/08/2025	No	236
Ben	Ghyrson Pings	27/08/2025	Yes	236
Dante	Ur-Dragon Dragons	27/08/2025	No	236
Otis	Bello Enchantments	27/08/2025	No	236
Nic	Temmet Draw Zombies	30/08/2025	No	237
Ben	World Shaper	30/08/2025	No	237
Dante	Azlask Eldrazi	30/08/2025	No	237
Otis	Henzie Blitz	30/08/2025	Yes	237
Al	"Hail, Caesar"	30/08/2025	No	237
Nic	Grist Insects	30/08/2025	No	238
Ben	Ghyrson Pings	30/08/2025	Yes	238
Dante	Azlask Eldrazi	30/08/2025	No	238
Otis	Bello Enchantments	30/08/2025	No	238
Al	Riders of Rohan	30/08/2025	No	238
Nic	Temmet Draw Zombies	7/09/2025	Yes	239
Ben	Scions & Spellcraft	7/09/2025	No	239
Otis	Isshin Attackers	7/09/2025	No	239
Nic	Chiss-Goria Artifacts	7/09/2025	No	240
Ben	Urza Artifacts	7/09/2025	No	240
Otis	Isshin Attackers	7/09/2025	Yes	240
Nic	Grist Insects	9/09/2025	No	241
Ben	Scions & Spellcraft	9/09/2025	No	241
Otis	Ureni Dragons	9/09/2025	Yes	241
Al	Jarred Slug	9/09/2025	No	241
Ashe	Tasha Thief	9/09/2025	No	241
Dante	Ur-Dragon Dragons	9/09/2025	No	241
Nic	Chiss-Goria Artifacts	9/09/2025	No	242
Ben	World Shaper	9/09/2025	No	242
Otis	Rakdos Sacrifice	9/09/2025	Yes	242
Al	Tasha Thief	9/09/2025	No	242
Ashe	Jarred Slug	9/09/2025	No	242
Dante	Balrog Sacrificed	9/09/2025	No	242
Nic	Chiss-Goria Artifacts	15/09/2025	No	243
Ben	World Shaper	15/09/2025	Yes	243
Dante	Balrog Sacrificed	15/09/2025	No	243
Ashe	Olivia Vampires	15/09/2025	No	243
Otis	Ureni Dragons	15/09/2025	No	243
Nic	Grist Insects	15/09/2025	No	244
Ben	Mirko Surveil	15/09/2025	Yes	244
Dante	Azlask Eldrazi	15/09/2025	No	244
Ashe	Tasha Thief	15/09/2025	No	244
Otis	Ureni Dragons	15/09/2025	No	244
Nic	Baeloth Minions	17/09/2025	Yes	245
Ben	Prosper Exile	17/09/2025	No	245
Otis	Isshin Attackers	17/09/2025	No	245
Ashe	Ezuri Elves	17/09/2025	No	245
Jaxon	Miiryn Dragons	17/09/2025	No	245
Dante	Azlask Eldrazi	17/09/2025	No	245
Nic	Killian Lifegain Auras	17/09/2025	No	246
Ben	Ghyrson Pings	17/09/2025	No	246
Ashe	Beluna Adventures	17/09/2025	No	246
Otis	Isshin Attackers	17/09/2025	No	246
Jaxon	Miiryn Dragons	17/09/2025	Yes	246
Nic	Grist Insects	22/09/2025	No	247
Ben	Asmoran Food	22/09/2025	No	247
Dante	Ur-Dragon Dragons	22/09/2025	Yes	247
Nic	Grist Insects	22/09/2025	No	248
Ben	Asmoran Food	22/09/2025	Yes	248
Dante	Azlask Eldrazi	22/09/2025	No	248
Nic	Zhulodok Eldrazi	22/09/2025	Yes	249
Ben	Ghyrson Pings	22/09/2025	No	249
Otis	Isshin Attackers	22/09/2025	No	249
Dante	Azlask Eldrazi	22/09/2025	No	249
Al	Bello Enchantments	22/09/2025	No	249
Nic	Grist Insects	22/09/2025	Yes	250
Ben	Ghyrson Pings	22/09/2025	No	250
Al	Isshin Attackers	22/09/2025	No	250
Dante	Azlask Eldrazi	22/09/2025	No	250
Nic	Baeloth Minions	23/09/2025	No	251
Ben	Urza Artifacts	23/09/2025	Yes	251
Al	Mr. House Dice	23/09/2025	No	251
Ashe	Jarred Slug	23/09/2025	No	251
Dante	Ur-Dragon Dragons	23/09/2025	No	251
Nic	Killian Lifegain Auras	23/09/2025	No	252
Ben	Asmoran Food	23/09/2025	No	252
Al	Mr. House Dice	23/09/2025	No	252
Ashe	Ezuri Elves	23/09/2025	Yes	252
Dante	Ur-Dragon Dragons	23/09/2025	No	252
Nic	Scions & Spellcraft	27/09/2025	No	253
Ben	Urza Artifacts	27/09/2025	Yes	253
Jaxon	Inniaz Theft	27/09/2025	No	253
Al	Mr. House Dice	27/09/2025	No	253
Ben	Ghyrson Pings	2/10/2025	Yes	254
Al	Ur-Dragon Dragons	2/10/2025	No	254
Dante	Balrog Sacrificed	2/10/2025	No	254
Otis	Isshin Attackers	2/10/2025	No	254
Nic	Killian Lifegain Auras	2/10/2025	No	255
Otis	Henzie Blitz	2/10/2025	No	255
Dante	Balrog Sacrificed	2/10/2025	No	255
Ashe	Kykar Flicker	2/10/2025	No	255
Al	Kykar Control	2/10/2025	No	255
Jaxon	Inniaz Theft	2/10/2025	No	255
Ben	Scions & Spellcraft	2/10/2025	Yes	255
Nic	Counter Intelligence	6/10/2025	No	256
Ben	Asmoran Food	6/10/2025	No	256
Otis	Ureni Dragons	6/10/2025	Yes	256
Dante	Balrog Sacrificed	6/10/2025	No	256
Nic	Counter Intelligence	6/10/2025	No	257
Ben	Asmoran Food	6/10/2025	No	257
Otis	Isshin Attackers	6/10/2025	No	257
Dante	Balrog Sacrificed	6/10/2025	Yes	257
Ashe	Kykar Control	9/10/2025	No	258
Jaxon	Limit Break	9/10/2025	Yes	258
Ben	Asmoran Food	9/10/2025	No	258
Otis	Bello Enchantments	9/10/2025	No	258
Nic	Temmet Draw Zombies	9/10/2025	No	259
Ben	Urza Artifacts	9/10/2025	Yes	259
Ashe	Kykar Control	9/10/2025	No	259
Otis	Korvold Sacrifice	9/10/2025	No	259
Jaxon	Miiryn Dragons	9/10/2025	No	259
Nic	Chiss-Goria Artifacts	9/10/2025	No	260
Ben	Mirko Surveil	9/10/2025	No	260
Ashe	Kykar Control	9/10/2025	No	260
Jaxon	Miiryn Dragons	9/10/2025	No	260
Otis	Korvold Sacrifice	9/10/2025	Yes	260
Nic	Temmet Draw Zombies	14/10/2025	Yes	261
Ben	Miracle Worker	14/10/2025	No	261
Dante	Azlask Eldrazi	14/10/2025	No	261
Ash	Kykar Control	14/10/2025	No	261
Nic	Baeloth Minions	14/10/2025	No	262
Ben	Urza Artifacts	14/10/2025	Yes	262
Ashe	Kykar Control	14/10/2025	No	262
Dante	Azlask Eldrazi	14/10/2025	No	262
Nic	Killian Lifegain Auras	15/10/2025	Yes	263
Otis	Isshin Attackers	15/10/2025	No	263
Ashe	Dangerous Gamer Counters	15/10/2025	No	263
Dante	Ur-Dragon Dragons	15/10/2025	No	263
Ben	Prosper Exile	15/10/2025	No	263
Nic	Killian Lifegain Auras	15/10/2025	No	264
Ben	Ghyrson Pings	15/10/2025	No	264
Ashe	Kykar Control	15/10/2025	Yes	264
Otis	Ureni Dragons	15/10/2025	No	264
Nic	Grist Insects	18/10/2025	Yes	265
Ben	Asmoran Food	18/10/2025	No	265
Al	Mr. House Dice	18/10/2025	No	265
Dante	Ur-Dragon Dragons	18/10/2025	No	265
Nic	Grist Insects	18/10/2025	Yes	266
 Ben	Scions & Spellcraft	18/10/2025	No	266
Dante	Ur-Dragon Dragons	18/10/2025	No	266
Al	Mr. House Dice	18/10/2025	No	266
Nic	Killian Lifegain Auras	18/10/2025	No	267
Ben	Ghyrson Pings	18/10/2025	No	267
Dante	Balrog Sacrificed	18/10/2025	No	267
Al	Mr. House Dice	18/10/2025	Yes	267
Nic	Temmet Draw Zombies	22/10/2025	Yes	268
Ben	Prosper Exile	22/10/2025	No	268
Otis	Henzie Blitz	22/10/2025	No	268
Jaxon	Limit Break	22/10/2025	No	268
Ashe	Dangerous Gamer Counters	22/10/2025	No	268
Nic	Chiss-Goria Artifacts	22/10/2025	Yes	269
Ben	Asmoran Food	22/10/2025	No	269
Otis	Henzie Blitz	22/10/2025	No	269
Jaxon	Inniaz Theft	22/10/2025	No	269
Ashe	Olivia Vampires	22/10/2025	No	269
Nic	Omo Landwalk	30/10/2025	No	270
Otis	Isshin Attackers	30/10/2025	No	270
